Page #	Entry	Type	Wikidata ID	Notes	Annotator	Visited place	BB visited place	
184	Ferrari	organization		Unspecified author	IT			
392	Bernhard	person	Q359047		IT			
392	Bernhard	person	Q359047		IT			
393	Bernhard	person	Q359047		IT			
393	Bernhard	person	Q359047		IT			
185	Corsini Gallery	location	Q2266081		IT	TRUE	FALSE	
393	Bernhard	person	Q359047		IT			
393	Bernhard	person	Q359047		IT			
393	Bernhard	person	Q359047		IT			
394	Bernhard	person	Q359047		IT			
394	Bernhard	person	Q359047		IT			
394	Bernhard	person	Q359047		IT			
394	Bernhard	person	Q359047		IT			
186	Ferrari	organization		Unspecified author	IT			
395	Bernhard	person	Q359047		IT			
395	Bernhard	person	Q359047		IT			
396	Bernhard	person	Q359047		IT			
397	Bernhard	person	Q359047		IT			
397	Bernhard	person	Q359047		IT			
398	Bernhard	person	Q359047		IT			
399	Bernhard	person	Q359047		IT			
400	Bernhard	person	Q359047		IT			
400	Bernhard	person	Q359047		IT			
400	Bernhard	person	Q359047		IT			
401	Bernhard	person	Q359047		IT			
401	Bernhard	person	Q359047		IT			
189	Bargello	organization	Q388448		IT			
401	Bernhard	person	Q359047		IT			
401	Bernhard	person	Q359047		IT			
189	Home	organization		No wikidata	IT			
402	Bernhard	person	Q359047		IT			
402	Bernhard	person	Q359047		IT			
403	Bernhard	person	Q359047		IT			
403	Bernhard	person	Q359047		IT			
189	Nation	organization	Q1897630		ERW			
189	Paris Bordone	organization			ERW			
403	Bernhard	person	Q359047		IT			
403	Bernhard	person	Q359047		IT			
405	Bernhard	person	Q359047		IT			
406	Bernhard	person	Q359047		IT			
407	Bernhard	person	Q359047		IT			
407	Bernhard	person	Q359047		IT			
407	Bernhard	person	Q359047		IT			
409	Bernhard	person	Q359047		IT			
410	Bernhard	person	Q359047		IT			
410	Bernhard	person	Q359047		IT			
411	Bernhard	person	Q359047		IT			
411	Bernhard	person	Q359047		IT			
190	Paris Bordone	organization			ERW			
190	Pitti	location	Q29286		ERW	TRUE	FALSE	
190	Pitti	location	Q29286		ERW	TRUE	FALSE	
190	Pitti	location	Q29286		ERW	TRUE	FALSE	
415	Bernhard	person	Q359047		IT			
418	Bernhard	person	Q359047		IT			
419	Bernhard	person	Q359047		IT			
421	Bernhard	person	Q359047		IT			
422	Bernhard	person	Q359047		IT			
422	Bernhard	person	Q359047		IT			
422	Bernhard	person	Q359047		IT			
422	Bernhard	person	Q359047		IT			
423	Bernhard	person	Q359047		IT			
424	Bernhard	person	Q359047		IT			
424	Bernhard	person	Q359047		IT			
191	Le Barbre de Seville	art	Q632743		ERW			
424	Bernhard	person	Q359047		IT			
425	Bernhard	person	Q359047		IT			
426	Bernhard	person	Q359047		IT			
426	Bernhard	person	Q359047		IT			
191	Pitti	location	Q29286		ERW	TRUE	FALSE	
427	Bernhard	person	Q359047		IT			
192	Academy	organization	Q10855544		IT			
427	Bernhard	person	Q359047		IT			
427	Bernhard	person	Q359047		IT			
428	Bernhard	person	Q359047		IT			
428	Bernhard	person	Q359047		IT			
428	Bernhard	person	Q359047		IT			
429	Bernhard	person	Q359047		IT			
429	Bernhard	person	Q359047		IT			
430	Bernhard	person	Q359047		IT			
430	Bernhard	person	Q359047		IT			
192	the Giotteschi at Santa Croce	organization			ERW			
193	Academy	organization	Q10855544		IT			
430	Bernhard	person	Q359047		IT			
431	Bernhard	person	Q359047		IT			
431	Bernhard	person	Q359047		IT			
432	Bernhard	person	Q359047		IT			
432	Bernhard	person	Q359047		IT			
433	Bernhard	person	Q359047		IT			
433	Bernhard	person	Q359047		IT			
433	Bernhard	person	Q359047		IT			
433	Bernhard	person	Q359047		IT			
434	Bernhard	person	Q359047		IT			
193	Pitti	location	Q29286		ERW	TRUE	FALSE	
193	S. Domenico	location	Q2789382		ERW	TRUE	TRUE	
434	Bernhard	person	Q359047		IT			
193	the Giotteschi at Santa Croce	organization			ERW			
434	Bernhard	person	Q359047		IT			
196	Europe	location	Q46		IT	FALSE	FALSE	
196	Europe	location	Q46		IT	FALSE	FALSE	
196	Europe	location	Q46		IT	FALSE	FALSE	
435	Bernhard	person	Q359047		IT			
435	Bernhard	person	Q359047		IT			
435	Bernhard	person	Q359047		IT			
196	S. Marco	location	Q3382259	Florence	ERW	TRUE	TRUE	
435	Bernhard	person	Q359047		IT			
436	Bernhard	person	Q359047		IT			
436	Bernhard	person	Q359047		IT			
436	Bernhard	person	Q359047		IT			
310	Bernhard 	person	Q1065352		ERW			
310	Bernhard 	person	Q1065352		ERW			
337	Bernhard 	person	Q359047		IT			
412	Bernhard 	person	Q359047		IT			
430	Bernhard 	person	Q77184		IT			
197	Massaccio	organization			ERW			
188	Besant	person	Q464318		IT			
188	Besant	person	Q464318		IT			
198	Academy	organization	Q10855544		IT			
107	Besnard	person	Q51563027		IT			
108	Besnard	person	Q51563027		IT			
114	Besnard	person	Q51563027		IT			
198	Cavalcasselle	organization	Q1372695		IT			
114	Besnard	person	Q51563027		IT			
114	Besnard	person	Q51563027		IT			
232	Besnard	person	Q51563027		IT			
232	Besnard	person	Q51563027		IT			
279	Besnard	person	Q51563027		IT			
198	Masaccio, Ghiberti	organization			ERW			
198	Pitti	location	Q29286		ERW	TRUE	FALSE	
198	Toscana	location	Q1273		ERW	TRUE	TRUE	
199	Academy and Churches	organization	Q10855544		IT			
289	Besnard	person	Q51563027		IT			
199	Church	organization		Unspecified Chuch	IT			
199	Duomo	organization	Q191739		IT			
291	Besnard	person	Q51563027		IT			
304	Besnard	person	Q51563027		IT			
359	Besnard	person	Q51563027		IT			
254	Betham-Edwards	person	Q450610		IT			
146	Bishop	person	Q29182		IT			
254	Björnson	person	Q46405		IT			
291	Black Prince	person	Q184854		IT			
113	Blanche	person	Q936710		IT			
263	Boccaccioesque	person	Q1402		IT			
264	Boccaccioesque	person	Q1402		IT			
117	Bôcher	person	Q339406		IT			
289	Bôcher	person	Q339406		IT			
295	Bôcher	person	Q339406		IT			
93	Böcklin	person	Q123072		IT			
93	Böcklin	person	Q123073		IT			
114	Böcklin	person	Q123074		IT			
114	Böcklin	person	Q123075		IT			
200	tellement savoir	organization			ERW			
373	Bode	person	Q64607		IT			
192	Bonifacio	person	Q744747		IT			
191	Bonifazio	person	Q744747		IT			
191	Bonifazio	person	Q744747		IT			
233	Bonifazio	person	Q744747		IT			
94	Bontine	person		Gabriela Cunninghame Graham	IT			
201	Certosa	location	Q1056344		IT	TRUE	TRUE	
400	Borgia	person	Q187998		IT			
360	Bosanquet	person	Q822329		IT			
270	Bosco	person	Q130531		IT			
78	Botticelli	person	Q5669		IT			
177	Botticelli	person	Q5669		IT			
213	Botticelli	person	Q5669		IT			
201	S. Egidio	location	Q913169	Church of Sant'Egidio	ERW	TRUE	TRUE	
273	Botticelli	person	Q5669		IT			
273	Botticelli	person	Q5669		IT			
289	Botticelli	person	Q5669		IT			
289	Botticelli	person	Q5669		IT			
355	Botticelli	person	Q5669		IT			
356	Botticelli	person	Q5669		IT			
357	Botticelli	person	Q5669		IT			
379	Botticelli	person	Q5669		IT			
381	Botticelli	person	Q5669		IT			
267	Bourget	person	Q198644		IT			
79	Bradley	person	Q15982614		ERW			
96	Bradley	person	Q15982614		ERW			
277	Bradley	person	Q15982614		ERW			
279	Bradley	person	Q15982614		ERW			
282	Bradley	person	Q15982614		ERW			
282	Bradley	person	Q15982614		ERW			
291	Bradley	person	Q15982614		ERW			
291	Bradley	person	Q15982614		ERW			
204	Church	organization	Q3670196		IT			
204	Church of the Renaissance	organization	Q3670196		IT			
440	Bradley	person	Q15982614		ERW			
336	Bramante	person	Q7793		IT			
272	Brera	person	Q150066		IT			
273	Brera	person	Q150066		IT			
273	Brera	person	Q150066		IT			
299	Brera	person	Q150066		IT			
408	Brera	person	Q150066		IT			
204	Prato	location	Q13377		ERW	TRUE	FALSE	
341	Bridges	person	Q925991		IT			
399	Bridges	person	Q925991		IT			
205	Church	organization	Q3670196		IT			
278	Brittany	person	Q327		IT			
177	Britten	person	Q4096621	Friend of Berensons	IT			
214	Britten	person	Q4096621		IT			
205	Prato	location	Q13377		ERW	TRUE	FALSE	
214	Britten	person	Q4096621		IT			
246	Britten	person	Q4096621		IT			
252	Britten	person	Q4096621		IT			
259	Britten	person	Q4096621		IT			
259	Britten	person	Q4096621		IT			
346	Britten	person	Q4096621		IT			
207	Chtchédrine	organization	Q211785		IT			
365	Britten	person	Q4096621		IT			
307	Bronson	person		Friend of Robert Browning	IT			
207	S. Maria Novella	location	Q51175		ERW	TRUE	FALSE	
208	Academy	organization	Q10855544		IT			
360	Brownell	person	Q8007251		IT			
208	Botticellis	organization	Q5669		IT			
361	Brownell	person	Q8007251		IT			
137	Browning	person	Q233265		IT			
153	Browning	person	Q233265		IT			
153	Browning	person	Q233265		IT			
280	Browning	person	Q233265		IT			
342	Browning	person	Q233265		IT			
209	The Knight Errant	organization			ERW			
209	The Knight Errant	organization			ERW			
342	Browning	person	Q233265		IT			
381	Browning	person	Q233265		IT			
382	Browning	person	Q233265		IT			
388	Browning	person	Q233265		IT			
388	Browning	person	Q233265		IT			
403	Browning	person	Q233265		IT			
211	Poggio	location	Q1601943		ERW	TRUE	FALSE	
212	Academy	organization	Q10855544		IT			
420	Browning	person	Q233265		IT			
372	Bryce	person	Q336497		IT			
149	Buonconsiglio	person	Q5563793		IT			
149	Buonconsiglio	person	Q5563793		IT			
179	Buonconsiglio	person	Q5563793		IT			
180	Buonconsiglio	person	Q5563793		IT			
180	Burckhardt	person	Q59945		IT			
184	Burckhardt	person	Q59945		IT			
190	Burckhardt	person	Q59945		IT			
212	Met Costa	organization			ERW			
202	Burckhardt	person	Q59945		IT			
212	S. Ambrogio	location	Q3672358	Florence	ERW	TRUE	FALSE	
204	Burckhardt	person	Q59945		IT			
312	Burckhardt	person	Q59945		IT			
323	Burckhardt	person	Q59945		IT			
333	Burckhardt	person	Q59945		IT			
213	Florence [Mary’s	location	Q2044		IT	TRUE	TRUE	
333	Burckhardt	person	Q59945		IT			
336	Burd	person	Q16824961		IT			
168	Burgtheater	person	Q308720		IT			
275	Burke	person	Q4892968		IT			
276	Burke	person	Q4892968		IT			
276	Burke	person	Q4892968		IT			
276	Burke	person	Q4892968		IT			
277	Burke	person	Q4892968		IT			
277	Burke	person	Q4892968		IT			
277	Burke	person	Q4892968		IT			
277	Burke	person	Q4892968		IT			
277	Burke	person	Q4892968		IT			
278	Burke	person	Q4892968		IT			
278	Burke	person	Q4892968		IT			
278	Burke	person	Q4892968		IT			
278	Burke	person	Q4892968		IT			
288	Burke	person	Q4892968		IT			
290	Burke	person	Q4892968		IT			
290	Burke	person	Q4892968		IT			
291	Burke	person	Q4892968		IT			
291	Burke	person	Q4892968		IT			
291	Burke	person	Q4892968		IT			
293	Burke	person	Q4892968		IT			
293	Burke	person	Q4892968		IT			
294	Burke	person	Q4892968		IT			
294	Burke	person	Q4892968		IT			
294	Burke	person	Q4892968		IT			
294	Burke	person	Q4892968		IT			
311	Burke	person	Q4892968		IT			
311	Burke	person	Q4892968		IT			
322	Burke	person	Q4892968		IT			
338	Burke	person	Q4892968		IT			
340	Burke	person	Q4892968		IT			
340	Burke	person	Q4892968		IT			
215	Pitti	location	Q29286		ERW	TRUE	FALSE	
340	Burke	person	Q4892968		IT			
340	Burke	person	Q4892968		IT			
363	Burke	person	Q4892968		IT			
363	Burke	person	Q4892968		IT			
389	Burke	person	Q4892968		IT			
394	Burke	person	Q4892968		IT			
216	Countess	organization		Elena Rasponi delle Teste Gamba Ghiselli	IT			
409	Burke	person	Q4892968		IT			
409	Burke	person	Q4892968		IT			
409	Burke	person	Q4892968		IT			
417	Bush	person		Friend of Berensons	IT			
248	Bywater	person	Q458401		IT			
352	Bywater	person	Q458401		IT			
364	Bywater	person	Q458401		IT			
365	Bywater	person	Q458401		IT			
388	Bywater	person	Q458401		IT			
389	Bywater	person	Q458401		IT			
389	Bywater	person	Q458401		IT			
389	Bywater	person	Q458401		IT			
389	Bywater	person	Q458401		IT			
390	Bywater	person	Q458401		IT			
390	Bywater	person	Q458401		IT			
218	Certosa	location	Q1056344		IT	FALSE	FALSE	
218	Certosa	location	Q1056344		IT	FALSE	FALSE	
254	C. Burnett	person		Cannot find	IT			
127	Canon Farrar	person	Q288986		IT			
218	Hampton Court	organization	Q205666		IT			
215	Canti	person	Q4509219		IT			
399	Caracalla	person	Q502098		IT			
332	Cardinal Wolsey	person	Q206512		IT			
218	Pitti	location	Q29286		ERW	TRUE	FALSE	
275	Carey	person	Q3295174		IT			
275	Carey	person	Q3295174		IT			
275	Carey Thomas	person	Q3295174		IT			
279	Cariani	person	Q976391		IT			
303	Cariani	person	Q976391		IT			
303	Cariani	person	Q976391		IT			
306	Cariani	person	Q976391		IT			
413	Cariani	person	Q976391		IT			
376	Carl Frey	person	Q5743139		IT			
376	Carl Frey	person	Q5743139		IT			
390	Carl Frey	person	Q5743139		IT			
391	Carl Frey	person	Q5743139		IT			
368	Carlisle	person	Q337630		IT			
368	Carlisle	person	Q337630		IT			
369	Carlisle	person	Q337630		IT			
369	Carlisle	person	Q7367232		IT			
254	Carmen Sylva	person	Q57629		IT			
219	Pitti	location	Q29286		ERW	TRUE	FALSE	
80	Carrière	person	Q461464		IT			
177	Castagno	person	Q240737		IT			
324	Castel Fiorentino	person	Q82643		IT			
152	Castelfranco	person	Q29352		IT			
154	Castelfranco	person	Q29352		IT			
155	Castelfranco	person	Q29352		IT			
421	Castelfranco	person	Q29352		IT			
324	Castiglione	person	Q82643		IT			
396	Castiglione Fiorentino	person	Q52074		IT			
396	Castiglione Fiorentino	person	Q52074		IT			
126	Catena	person	Q1968947		IT			
141	Catena	person	Q1968947		IT			
220	Pitti	location	Q29286		ERW	TRUE	FALSE	
142	Catena	person	Q1968947		IT			
221	Academy	organization	Q10855544		IT			
221	Annunziata	location	Q71266883		IT	TRUE	FALSE	
142	Catena	person	Q1968947		IT			
142	Catena	person	Q1968947		IT			
406	Cathedral	person	Q52861		IT			
411	Cathedral	person	Q585947		IT			
413	Cathedral	person	Q44562		IT			
244	Catherine	person	Q185303		IT			
221	Medici	organization			ERW			
221	Papacy	organization			ERW			
221	the Andrea del Sarto	organization			ERW			
419	Catulle Mendès	person	Q971215		IT			
181	Cavacaselle 〈	person	Q1372695		IT			
314	Cavalcaselle Crivelli	person	Q348024		IT			
122	Cavenaghi	person	Q3266415		IT			
407	Celana	person	Q100143		IT			
117	Celso	person	Q3668316		IT			
222	Met Costa	organization			ERW			
191	César Borgia	person	Q187998		IT			
222	Pitti	location	Q29286		ERW	TRUE	FALSE	
197	César Borgia	person	Q187998		IT			
345	Charles d’Orleans	person	Q310146		IT			
223	Academy	organization	Q10855544		IT			
356	Charles Eastlake	person	Q5077219	author	ERW			
356	Charles Eastlake	person	Q5077219	author	ERW			
357	Charles Eastlake	person	Q5077219	author	ERW			
286	Charles Russell	person	Q334027		IT			
365	Charles V	person	Q32500		IT			
191	Charles VIII	person	Q134452		IT			
297	Charon	person	Q6612		IT			
297	Charon	person	Q6612		IT			
223	Library	organization			ERW			
440	chez M. Estère	person		Friend of Berensons	IT			
223	S. Lorenzo	organization	Q573881	Florence	ERW			
223	Santa Maria Nuova	organization			ERW			
378	Christina	person	Q88466476		IT			
379	Christina	person	Q88466476		IT			
379	Christina	person	Q88466476		IT			
380	Christina	person	Q88466476		IT			
381	Christina	person	Q88466476		IT			
381	Christina	person	Q88466476		IT			
382	Christina	person	Q88466476		IT			
382	Christina	person	Q88466476		IT			
382	Christina	person	Q88466476		IT			
224	Hotel Globe e Londra, Pistoia	organization		No wikidata	IT			
382	Christina	person	Q88466476		IT			
382	Christina	person	Q88466476		IT			
383	Christina	person	Q88466476		IT			
224	the Lorenzo di Credi	organization			ERW			
225	Castello	organization	Q2163936		IT			
383	Christina	person	Q88466476		IT			
384	Christina	person	Q88466476		IT			
384	Christina	person	Q88466476		IT			
385	Christina	person	Q88466476		IT			
385	Christina	person	Q88466476		IT			
385	Christina	person	Q88466476		IT			
386	Christina	person	Q88466476		IT			
394	Christina	person	Q88466476		IT			
225	Lotto	organization			ERW			
378	Christina Bremner	person	Q88466476		IT			
439	Christina Bremner	person	Q88466476		ERW			
438	Christina S. Bremner	person	Q88466476		IT			
381	Christina to Santo Spirito	person	Q88466476		IT			
144	Cima	person	Q8453		IT			
149	Cima	person	Q8453		IT			
149	Cima	person	Q8453		IT			
421	Cima	person	Q8453		IT			
421	Cima	person	Q8453		IT			
422	Cima	person	Q8453		IT			
320	Cingoli	person	Q73649		IT			
161	Circe	person	Q187602		IT			
435	Clare	person		Friend of Berensons	IT			
167	Clarke	person		Friend of Berensons	IT			
167	Clarke	person		Friend of Berensons	IT			
227	Florence	location	Q2044		IT	TRUE	TRUE	
128	Claude Phillipps	person	Q5128990		IT			
331	Claude-Poussin	person	Q6055171		IT			
227	La Toscana	organization	N/A	Florence restaurant	ERW			
421	Colalto	person	Q3682684		IT			
274	Collin	person		Jacques Collin de Plancy?	IT			
227	Pitti	location	Q29286		ERW	TRUE	FALSE	
227	the County Council	organization			ERW			
352	Comparetti	person	Q1158982		IT			
357	Comparetti	person	Q1158982		IT			
362	Comparetti	person	Q1158982		IT			
390	Comparetti	person	Q1158982		IT			
165	Cooke	person	Q4767436		IT			
167	Cooke	person	Q4767436		IT			
167	Cooke	person	Q4767436		IT			
79	Cooper	person	Q3719235		ERW			
94	Cooper	person	Q3719235		IT			
228	Giovanni	organization	Q3107147		IT			
228	Giovanni	organization	Q3107147		IT			
95	Cooper	person	Q3719235		ERW			
95	Cooper	person	Q3719235		ERW			
277	Cooper	person	Q3719235		ERW			
279	Cooper	person	Q3719235		ERW			
440	Cooper	person	Q3719235		ERW			
94	Cope	person	Q62414607		IT			
80	Cornelius van Haarlems	person	Q442484		IT			
81	Cornelius van Haarlems	person	Q442484		IT			
113	Corot	person	Q148475		IT			
229	Castello	organization	Q2163936		IT			
125	Correggio	person	Q8457		IT			
167	Correggio	person	Q8457		IT			
211	Correggio	person	Q8457		IT			
220	Correggio	person	Q8457		IT			
266	Correggio	person	Q8457		IT			
266	Correggio	person	Q8457		IT			
402	Corsini	person	Q2266081		IT			
324	Cortona	person	Q52080		IT			
395	Cortona	person	Q52080		IT			
395	Cortona	person	Q52080		IT			
212	Cosimo Rosellis	person	Q29447		IT			
437	Cosmo Monkhouse	person	Q8007143		ERW			
98	Cossa	person	Q454892		IT			
95	Costa	person	Q19997507		ERW			
126	Costa	person	Q19997507		ERW			
126	Costa	person	Q19997507		ERW			
126	Costa	person	Q19997507		ERW			
127	Costa	person	Q19997507		ERW			
128	Costa	person	Q19997507		ERW			
133	Costa	person	Q19997507		ERW			
230	Florence	location	Q2044		IT	TRUE	TRUE	
230	Galleries	organization	Q1007870		IT			
138	Costa	person	Q19997507		ERW			
138	Costa	person	Q19997507		ERW			
139	Costa	person	Q19997507		ERW			
230	Pitti	location	Q29286		ERW	TRUE	FALSE	
140	Costa	person	Q19997507		ERW			
142	Costa	person	Q19997507		ERW			
161	Costa	person	Q19997507		ERW			
162	Costa	person	Q19997507		ERW			
168	Costa	person	Q19997507		ERW			
231	Hampton Court	organization	Q205666		IT			
231	Hampton Court	organization	Q205666		IT			
178	Costa	person	Q19997507		ERW			
178	Costa	person	Q19997507		ERW			
178	Costa	person	Q19997507		ERW			
179	Costa	person	Q19997507		ERW			
179	Costa	person	Q19997507		ERW			
232	Badia	location	Q333816		IT	TRUE	TRUE	
184	Costa	person	Q19997507		ERW			
190	Costa	person	Q19997507		ERW			
191	Costa	person	Q19997507		ERW			
192	Costa	person	Q19997507		ERW			
192	Costa	person	Q19997507		ERW			
232	Frescos by Bronzino. the drowning Pharaoh’s army in the Red Sea	art	Q1404331	Crossing of the Red Sea	ERW			
196	Costa	person	Q19997507		ERW			
197	Costa	person	Q19997507		ERW			
232	the Red Sea	art			ERW	FALSE	FALSE	
213	Costa	person	Q19997507		ERW			
213	Costa	person	Q19997507		ERW			
213	Costa	person	Q19997507		ERW			
214	Costa	person	Q19997507		ERW			
214	Costa	person	Q19997507		ERW			
214	Costa	person	Q19997507		ERW			
215	Costa	person	Q19997507		ERW			
233	the Hampton Court Guide	organization			ERW			
233	the Hampton Court Guide	organization			ERW			
233	the Paris Bordone	organization			ERW			
216	Costa	person	Q19997507		ERW			
217	Costa	person	Q19997507		ERW			
218	Costa	person	Q19997507		ERW			
219	Costa	person	Q19997507		ERW			
235	the Hampton Court Guide	organization			ERW			
235	the Hampton Court Guide	organization			ERW			
239	the Hampton Court Guide	organization			ERW			
240	Annunziata	location	Q71266884		IT	TRUE	TRUE	
223	Costa	person	Q19997507		ERW			
228	Costa	person	Q19997507		ERW			
240	Innocenti	location	Q1257947	Florence	ERW	TRUE	TRUE	
228	Costa	person	Q19997507		ERW			
228	Costa	person	Q19997507		ERW			
240	Pazzi	location	Q600355		ERW	TRUE	FALSE	
232	Costa	person	Q19997507		ERW			
240	the Boboli Gardens	location			ERW	TRUE	TRUE	
240	the Corsini Gallery	organization			ERW			
240	the Hampton Court Guide	organization			ERW			
240	the Museum of Antiquities	organization			ERW			
241	Angeli	location	Q4706745		IT	TRUE	TRUE	
241	S. Domenico	location	Q810075	Siena	ERW	TRUE	FALSE	
241	S. Francesco	location	Q810074	Siena	ERW	TRUE	FALSE	
241	Siena	organization			ERW			
241	Siena	organization			ERW			
242	Belcaro	organization	Q3662483		IT			
260	Costa	person	Q19997507		ERW			
334	Costa	person	Q19997507		ERW			
335	Costa	person	Q19997507		ERW			
335	Costa	person	Q19997507		IT			
242	Duomo	organization	Q282554		IT			
242	Hampton Court	organization	Q205666		IT			
336	Costa	person	Q19997507		ERW			
337	Costa	person	Q19997507		ERW			
350	Costa	person	Q19997507		ERW			
355	Costa	person	Q19997507		ERW			
242	San〈to〉 Spirito and the Servi	organization			ERW			
242	Siena	organization			ERW			
242	Siena	organization			ERW			
242	Sodomas	organization			ERW			
356	Costa	person	Q19997507		ERW			
357	Costa	person	Q19997507		ERW			
357	Costa	person	Q19997507		ERW			
357	Costa	person	Q19997507		ERW			
357	Costa	person	Q19997507		ERW			
359	Costa	person	Q19997507		ERW			
363	Costa	person	Q19997507		ERW			
366	Costa	person	Q19997507		ERW			
243	Liberale	organization			ERW			
243	Liberale	organization			ERW			
369	Costa	person	Q19997507		ERW			
369	Costa	person	Q19997507		ERW			
243	the Baptistry and Libraria of the Duomo	organization			ERW			
243	the Baptistry and Libraria of the Duomo	organization			ERW			
243	the Poor House	organization			ERW			
243	the Poor House	organization			ERW			
385	Costa	person	Q19997507		ERW			
385	Costa	person	Q19997507		ERW			
387	Costa	person	Q19997507		ERW			
389	Costa	person	Q19997507		ERW			
390	Costa	person	Q19997507		ERW			
244	Pensione Tognazzi	location	N/A		ERW	TRUE	FALSE	
245	Costelloe	person	Q6779039		IT			
247	Cram	person		Possibly Q7287147	IT			
221	Creighton	person	Q2362238		IT			
221	Creighton	person	Q2362238		IT			
244	S. Ansano	organization	Q3672560		ERW			
223	Creighton	person	Q2362238		IT			
223	Creighton	person	Q2362238		IT			
244	the Belle Arti	organization			ERW			
244	the Libraria del Duomo	organization			ERW			
244	the Paris Bordone	organization			ERW			
224	Creighton	person	Q2362238		IT			
224	Creighton	person	Q2362238		IT			
245	Botticini	organization	Q3417360		IT			
224	Creighton	person	Q2362238		IT			
225	Creighton	person	Q2362238		IT			
225	Creighton	person	Q2362238		IT			
229	Creighton	person	Q2362238		IT			
229	Creighton	person	Q2362238		IT			
245	Firenze	location	Q16172		ERW	TRUE	TRUE	
230	Creighton	person	Q2362238		IT			
232	Creighton	person	Q2362238		IT			
242	Creighton	person	Q2362238		IT			
245	Creighton	person	Q2362238		IT			
246	Creighton	person	Q2362238		IT			
245	Masaccio	organization			ERW			
246	Creighton	person	Q2362238		IT			
247	Creighton	person	Q2362238		IT			
247	Creighton	person	Q2362238		IT			
252	Creighton	person	Q2362238		IT			
265	Creighton	person	Q2362238		IT			
283	Creighton	person	Q2362238		IT			
245	Siena	organization			ERW			
245	St. Sebastian	art			ERW	FALSE	FALSE	
289	Creighton	person	Q2362238		IT			
290	Creighton	person	Q2362238		IT			
291	Creighton	person	Q2362238		IT			
291	Creighton	person	Q6688692		IT			
291	Creighton	person	Q6688692		IT			
292	Creighton	person	Q2362238		IT			
292	Creighton	person	Q2362238		IT			
292	Creighton	person	Q2362238		IT			
293	Creighton	person	Q2362238		IT			
300	Creighton	person	Q6688692		IT			
246	Pitti	location	Q29286		ERW	TRUE	FALSE	
246	Pitti	location	Q29286		ERW	TRUE	FALSE	
301	Creighton	person	Q2362238		IT			
301	Creighton	person	Q6688692		IT			
246	the Hampton Court Guide	organization			ERW			
309	Creighton	person	Q2362238		IT			
322	Creighton	person	Q2362238		IT			
323	Creighton	person	Q2362238		IT			
368	Creighton	person	Q2362238		IT			
270	Cremona	person	Q6231		IT			
270	Cremona	person	Q6231		IT			
432	Cremona	person	Q6231		IT			
433	Cremona	person	Q6231		IT			
271	Cremona〉	person	Q6231		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
363	Crespi	person	Q2286799		IT			
247	Pitti	location	Q29286		ERW	TRUE	FALSE	
247	the Hampton Court Catalogue	organization			ERW			
318	Crivelli	person	Q348024		IT			
321	Crivelli	person	Q348024		IT			
341	Crivelli	person	Q348024		IT			
404	Crivelli	person	Q348024		IT			
404	Crivelli	person	Q348024		IT			
248	Pitti	location	Q29286		ERW	TRUE	FALSE	
248	Saint-Saëns’ Sansone e Dalila	organization			ERW			
248	Salon	organization			ERW			
404	Crivelli	person	Q1349738		IT			
303	Crivellis	person	Q348024		IT			
303	Crivellis	person	Q348024		IT			
338	Crivellis	person	Q348024		IT			
182	Crove	person	Q725266		IT			
165	Crowe	person	Q725266		IT			
180	Crowe	person	Q725266		IT			
249	Pitti	location	Q29286		ERW	TRUE	FALSE	
181	Crowe	person	Q725266		IT			
191	Crowe	person	Q725266		IT			
198	Crowe	person	Q725266		IT			
223	Crowe	person	Q725266		IT			
225	Crowe	person	Q725266		IT			
225	Crowe	person	Q725266		IT			
314	Crowe &	person	Q725266		IT			
409	Culpp	person		Artist?	IT			
153	custode	person	Q674426		IT			
153	custode	person	Q674426		IT			
79	Cuyks	person	Q313194		IT			
163	Czërnin	person	Q1637312		IT			
250	Mesopotamia	location			ERW	FALSE	FALSE	
318	da Cesare Fratini	person		n/a	IT			
250	Pitti	location	Q29286		ERW	TRUE	FALSE	
428	da Verona	person	Q5448743		IT			
250	Renaissance	organization	Q4692		ERW			
113	Dagnau-Bouverets	person	Q663837		IT			
205	Dante	person	Q1067		IT			
215	Dante	person	Q1067		IT			
217	Dante	person	Q1067		IT			
254	Dante	person	Q1067		IT			
313	Dante	person	Q1067		IT			
435	Dante	person	Q1067		IT			
435	Dante	person	Q1067		IT			
260	Darwin	person	Q1035		IT			
260	Darwin	person	Q1035		IT			
260	Darwin	person	Q1035		IT			
260	Darwin	person	Q1035		IT			
254	Daudet	person	Q228546		IT			
251	Pitti	location	Q29286		ERW	TRUE	FALSE	
251	Venetian Art	organization	Q29888769		ERW			
251	Venetian Art	organization	Q29888769		ERW			
219	David	person	Q41370		IT			
252	Bargello	organization	Q388448		IT			
391	Davis	person	Q1348898		IT			
291	de Margueritte	person	Q2988469		IT			
291	Degas	person	Q46373		IT			
409	Degas	person	Q46373		IT			
242	Della Robbia	person	Q194977		IT			
252	Cajano	location	Q20387		IT	TRUE	TRUE	
266	della Robbia	person	Q194978		IT			
185	Devil	person	Q35230		IT			
113	Diaz	person	Q724140		IT			
