Page #	Entry	Type	Wikidata ID	Notes	Annotator	Visited place	BB visited place	
303	S. Ambrogio	location	Q3672358	Florence	ERW	TRUE	FALSE	
277	Irwick	person	N/A		ERW			
303	the Museo Civico	organization			ERW			
440	J. H. Pollen	person	Q6240417		ERW			
138	Jackowska	person	N/A		ERW			
304	Albergo Monaco	organization		Q56256122	IT			
425	Jackowska	person	N/A		ERW			
427	Jackowska	person	N/A		ERW			
154	Jacopo	person	Q346502		ERW			
154	Jacopo	person	Q346502		ERW			
169	Jacopo	person	Q346502		ERW			
153	Jacopo Bassano	person	Q346502		ERW			
153	Jacopo Bassano	person	Q346502		ERW			
304	the Monte Berico	location			ERW	TRUE	TRUE	
304	the Villa Valmarana	organization	Q2721458		ERW			
349	Jacopo Tintoretto	person	Q9319		ERW			
165	Jägar	person	N/A		ERW			
341	James	person	Q125249	William James	ERW			
341	James	person	Q125249	William James	ERW			
342	James	person	Q125249	William James	ERW			
305	Duomo	organization	Q2019284		IT			
342	James	person	Q125249	William James	ERW			
343	James	person	Q125249	William James	ERW			
305	San Francesco della Vigna	organization			ERW			
306	Academy	organization	Q338330		IT			
306	Accademia	organization	Q338330		IT			
306	Albergo Monaco	organization		Q56256123	IT			
343	James	person	Q125249	William James	ERW			
343	James	person	Q125249	William James	ERW			
345	James	person	Q125249	William James	ERW			
346	James	person	Q125249	William James	ERW			
346	James	person	Q125249	William James	ERW			
346	James	person	Q125249	William James	ERW			
351	James	person	Q125249	William James	ERW			
352	James	person	Q125249	William James	ERW			
352	James	person			ERW			
307	Academy	organization	Q338330		IT			
307	Angeli	location	Q4706745		IT	TRUE	TRUE	
352	James	person			ERW			
352	James	person			ERW			
357	James	person			ERW			
358	James	person			ERW			
359	James	person			ERW			
359	James	person			ERW			
361	James	person			ERW			
361	James	person			ERW			
370	James	person			ERW			
372	James	person			ERW			
308	Albergo Monaco	organization		Q56256124	IT			
374	James	person			ERW			
308	Correr	organization	Q1470912		IT			
308	Gesuiti	organization	Q1093909		IT			
375	James	person			ERW			
308	Longhis	organization			ERW			
378	James	person			ERW			
308	S. Maria del Orto	location	Q861436	Madonna dell'Orto	ERW	TRUE	FALSE	
381	James	person			ERW			
385	James	person			ERW			
308	the Palazzo Grassi	organization			ERW			
309	Accademia	organization	Q338330		IT			
388	James	person			ERW			
309	Correr	organization	Q1470912		IT			
309	James Whitcomb Riley	person	Q770177		ERW			
81	Jan de Braij	person	Q541789		ERW			
81	Jan de Braij	person	Q541789		ERW			
77	Jan Steen	person	Q205863		IT			
79	Jan Steens	person	Q205863		ERW			
161	Janet	person	N/A		ERW			
162	Janet	person	N/A		ERW			
162	Janet	person	N/A		ERW			
162	Janet	person	N/A		ERW			
309	Sea	location			ERW	FALSE	FALSE	
309	Sea	location			ERW	FALSE	FALSE	
309	Sperry	organization			ERW			
163	Janet	person	N/A		ERW			
164	Janet	person	N/A		ERW			
164	Janet	person	N/A		ERW			
165	Janet	person	N/A		ERW			
166	Janet	person	N/A		ERW			
167	Janet	person	N/A		ERW			
310	Albergo Monaco	organization		Q56256125	IT			
167	Janet	person	N/A		ERW			
167	Janet	person	N/A		ERW			
169	Janet	person	N/A		ERW			
161	Janet Morison	person	N/A		ERW			
174	Janet Morison	person	N/A		ERW			
292	Janet> Dodge	person	N/A		ERW			
310	Frari	organization	Q224961		IT			
310	Lido	location	Q1757063		ERW	TRUE	FALSE	
310	Lido	location	Q1757063		ERW	TRUE	FALSE	
310	Lido	location	Q1757063		ERW	TRUE	FALSE	
220	Jenkins	person	N/A		ERW			
310	S. Bartolomeo	location	Q1648609	Venice	ERW	TRUE	FALSE	
310	S. Cassiano	location	Q3585323	Venice	ERW	TRUE	TRUE	
310	S. Catarina	location	Q3585408	Venice	ERW	TRUE	FALSE	
310	S. Giacomo	location	Q1150698	Venice	ERW	TRUE	TRUE	
310	S. Giacomo in Orio	location	Q1150698	Venice	ERW	TRUE	FALSE	
310	S. Giobbe	location	Q2717507	Venice	ERW	TRUE	FALSE	
310	S. Giovanni Crisostomo	location	Q915746	Venice	ERW	TRUE	TRUE	
310	S. Leo	location	Q647427	Venice	ERW	TRUE	FALSE	
310	S. Marcuolo	location	Q1585514	Venice	ERW	TRUE	FALSE	
310	S. Maria del Orto	location	Q861436	Madonna dell'Orto	ERW	TRUE	FALSE	
232	Jenkins	person	N/A		ERW			
240	Jenkins	person	N/A		ERW			
335	Jenkins	person	N/A		ERW			
335	Jenkins	person	N/A		ERW			
311	Academy	organization	Q338330		IT			
311	Arena	organization	Q2739127	Think she was referring to this museum	IT			
336	Jenkins	person	N/A		ERW			
336	Jenkins	person	N/A		ERW			
358	Jenkins	person	N/A		ERW			
360	Jenkins	person	N/A		ERW			
362	Jenkins	person	N/A		ERW			
385	Jenkins	person	N/A		ERW			
395	Jenkins	person	N/A		ERW			
251	Jenny Cobden	person	N/A		ERW			
282	Jens Th〈i〉is	person	Q6179851		ERW			
311	Hotel San Marco	organization		No wikidata	IT			
272	Jens Thiis	person	Q6179851		ERW			
311	LE MARCHE	location	Q18501892		ERW	TRUE	TRUE	
273	Jens Thiis	person	Q6179851		ERW			
293	Jens Thiis	person	Q6179851		ERW			
439	Jens Thiis	person	Q6179851		ERW			
228	Jessie	person	N/A		ERW			
311	ROMAGNA	organization	Q244482		ERW			
228	Jessie	person	N/A		ERW			
311	Seminario	organization			ERW			
229	Jessie	person	N/A		ERW			
311	TUSCANY	location	Q1273		ERW	TRUE	TRUE	
229	Jessie	person	N/A		ERW			
439	John Burke	person	Q20810566		ERW			
437	John M. Robertson	person	Q111175950		ERW			
89	John Polagologos	person	N/A		ERW			
417	John Robertson	person	Q19325655	maybe	ERW			
312	Classe	organization	Q785115		IT			
367	Jones	person	N/A		ERW			
312	Duomo	organization	Q2942769		IT			
225	Julia	person	N/A	maid	ERW			
312	Hotel San Marco	organization		No wikidata	IT			
245	Julia	person	N/A		ERW			
245	Julia	person	N/A		ERW			
269	Julia	person	N/A		ERW			
269	Julia	person	N/A		ERW			
312	S. Maria di Porto Fuori	location	Q42790537		ERW	TRUE	TRUE	
329	Julia	person	N/A		ERW			
256	Juliet	person	N/A	Juliet Temple	ERW			
313	Hotel Masini	organization		No wikidata	IT			
313	Renaissance	organization	Q4692		ERW			
313	S. Agatha	location	Q3635731	ravenna	ERW	TRUE	FALSE	
313	S. Domenico	location	Q768259	Forlì	ERW	TRUE	FALSE	
313	S. Francesco	location	Q3670110	Forlì	ERW	TRUE	FALSE	
313	S. Giovanni Evangelista	organization	Q747427	Ravenna	ERW			
313	S. Maria	location	Q520477	Venice	ERW	TRUE	FALSE	
256	Juliet	person	N/A	Juliet Temple	ERW			
255	Juliet Temple	person	N/A		ERW			
314	Albergo Zongo	organization		No Wikidata	IT			
314	Aquila	organization		Hotel, no wikidata	IT			
365	Julius II	person	Q80516		ERW			
172	Kant	person	Q9312		ERW			
172	Kant	person	Q9312		ERW			
176	Karin	person	Q6370935	Karin Stephen	ERW			
185	Karin	person	Q6370935	Karin Stephen	ERW			
314	Duomo	organization	Q1268593		IT			
314	Duomo	organization	Q1439876		IT			
314	Duomo	organization	Q1439876		IT			
202	Karin	person	Q6370935	Karin Stephen	ERW			
202	Karin	person	Q6370935	Karin Stephen	ERW			
314	Renaissance	organization	Q4692		ERW			
314	S. Biagio	location	Q55185996		ERW	TRUE	FALSE	
314	S. Francesco	location	Q23638749	Rimini	ERW	FALSE	TRUE	
314	S. Giustiniano	location	N/A		ERW	TRUE	TRUE	
314	S. Lorenzo	organization	Q573881	Florence	ERW			
314	S. Mercuriale	location	Q762352		ERW	TRUE	FALSE	
214	Karin	person	Q6370935	Karin Stephen	ERW			
315	Albergo Italia	organization		No Wikidata	IT			
226	Karin	person	Q6370935	Karin Stephen	ERW			
227	Karin	person	Q6370935	Karin Stephen	ERW			
315	Renaissance	organization	Q4692		ERW			
227	Karin	person	Q6370935	Karin Stephen	ERW			
315	The Woman’s Herald	organization	Q88565492		ERW			
315	The Woman’s Herald	organization	Q88565492		ERW			
315	URBINO	organization	Q2759		ERW			
316	Albergo Roma	organization		No Wikidata	IT			
316	Albergo Zongo	organization		No Wikidata	IT			
245	Karin	person	Q6370935	Karin Stephen	ERW			
246	Karin	person	Q6370935	Karin Stephen	ERW			
316	Casa	organization	Q4012132		IT			
316	Duomo	organization	Q2942750		IT			
316	Fano	location	Q13142		IT	TRUE	TRUE	
316	House	organization		Q2047517	IT			
246	Karin	person	Q6370935	Karin Stephen	ERW			
250	Karin	person	Q6370935	Karin Stephen	ERW			
316	S. Francesco	location	Q29683576	Pesaro	ERW	TRUE	TRUE	
316	S. Giovanni	location	Q1543347	Venice	ERW	FALSE	TRUE	
251	Karin	person	Q6370935	Karin Stephen	ERW			
316	St. Spirito	organization			ERW			
316	Teatro	organization			ERW			
254	Karin	person	Q6370935	Karin Stephen	ERW			
317	Fano	location	Q13142		IT	TRUE	TRUE	
371	Karin	person	Q6370935	Karin Stephen	ERW			
435	Karin	person	Q6370935	Karin Stephen	ERW			
435	Karin	person	Q6370935	Karin Stephen	ERW			
176	Karin Stephen	person	Q6370935		ERW			
374	Karl Frey	person	Q5743139		ERW			
374	Karl Frey	person	Q5743139		ERW			
317	S. Domenico	location	Q20155948	Ancona	ERW	TRUE	TRUE	
317	Teatro	organization			ERW			
317	The Women’s Herald	organization	Q88565492		ERW			
318	Albergo Milano	organization		No Wikidata	IT			
400	Keats	person	Q82083		ERW			
439	Kemp	person	Q1849493	Margaret Kemp-Welch	ERW			
190	Lady Albinia	person	Q75356343	Lady Albinia Frederica Hobart-Hampden	ERW			
193	Lady Albinia	person	Q75356343	Lady Albinia Frederica Hobart-Hampden	ERW			
198	Lady Albinia	person	Q75356343	Lady Albinia Frederica Hobart-Hampden	ERW			
250	Lady Albinia	person	Q75356343	Lady Albinia Frederica Hobart-Hampden	ERW			
368	Lady Carlisle	person	N/A		ERW			
367	Lady Carlysle	person	N/A		ERW			
247	Lady Eastlake	person	Q513142		ERW			
247	Lady Eastlake	person	Q513142		ERW			
247	Lady Eastlake	person	Q513142		ERW			
298	Lady Eastlake	person	Q513142		ERW			
298	Lady Eastlake	person	Q513142		ERW			
320	Adriatic	location	Q13924		IT	TRUE	TRUE	
320	Albergo	organization		No Wikidata	IT			
320	Albergo Milano	organization		No Wikidata	IT			
320	Appenines	organization	Q1285		IT			
320	Arpignano	organization	Q18437166		IT			
320	Arulane	location		No idea what location this is	IT	TRUE	TRUE	
320	Church	organization			IT			
298	Lady Eastlake	person	Q513142		ERW			
302	Lady Eastlake	person	Q513142		ERW			
311	Lady Eastlake	person	Q513142		ERW			
320	S. Niccolo	location	Q3635709	Tolentino	ERW	TRUE	TRUE	
320	the Church a Lotto	organization			ERW			
320	Tolentino	location	Q94978		ERW	TRUE	TRUE	
320	Triumphal Arch	location	Q107273499		ERW	TRUE	TRUE	
321	Aquila	organization		Hotel, no wikidata	IT			
321	Church	organization	Q60825590		IT			
321	Church	organization	Q9333632		IT			
321	Church of San Giovanni	organization	Q60825590		IT			
340	Lady Eastlake	person	Q513142		ERW			
356	Lady Eastlake	person	Q513142		ERW			
360	Lady Eastlake	person	Q513142		ERW			
439	Lady Eastlake	person	Q513142		ERW			
368	Lady Mary’s	person	N/A		ERW			
321	S. Maria della Misericordia	location	Q108180155	not 100% sure	ERW	TRUE	TRUE	
436	Landsem	person	N/A		ERW			
321	the Canonico Bettucci	organization			ERW			
321	the Macerata Academy	organization			ERW			
322	Albergo Campana	organization		No Wikidata	IT			
322	Albergo Can〈n〉oniera	organization		No Wikidata	IT			
124	Layard	person	Q275013	Austen Henry Layard 	ERW			
125	Layard	person	Q275013	Austen Henry Layard 	ERW			
180	Layard	person	Q275013	Austen Henry Layard 	ERW			
191	Layard	person	Q275013	Austen Henry Layard 	ERW			
108	Lehnbachs	person	Q585323	Franz von Lenbach	ERW			
108	Lehnbachs	person	Q585323	Franz von Lenbach	ERW			
332	Leo X	person			ERW			
322	Duomo	organization	Q3045550		IT			
402	Leonardo	person			ERW			
437	Leoni Dott	person			ERW			
174	les Americains	person			ERW			
207	Les Messieurs Golovleff	person			ERW			
213	Les Messieurs Golovleff	person			ERW			
166	Les Soeurs Hédouin	person			ERW			
262	Les Soeurs Vatard	person			ERW			
322	S. Maria di Belvedere	location	Q21099818		ERW	FALSE	TRUE	
264	Les Soeurs Vatard	person			ERW			
322	the Woman’s Herald	organization	Q88565492		ERW			
323	Albergo Inghilterra	organization		No Wikidata	IT			
276	Les Troyens	person			ERW			
323	Arezzo	location	Q13378		IT	TRUE	TRUE	
277	Les Troyens	person			ERW			
295	Les Troyens	person			ERW			
112	Leubach	person			ERW			
323	Churches	organization		Unspecified Chuch	IT			
282	Liberanda	person			ERW			
282	Liberanda	person			ERW			
323	Genio da Pistoia	organization	Q3104075		IT			
82	Licht	person			ERW			
311	Licinio	person			ERW			
426	Licinio	person			ERW			
242	Linden	person			ERW			
95	Lizzie Johnston	person			ERW			
323	S. Maria di Belvedere	location	Q21099818		ERW	FALSE	FALSE	
323	Vitelli palace	location	N/A		ERW	TRUE	TRUE	
330	Lo Spagnas	person			ERW			
330	Lo Spagnas	person			ERW			
138	Loeser	person	Q19665336		ERW			
188	Loeser	person	Q19665336		ERW			
324	Belle Arti	organization	Q3604024		IT			
189	Loeser	person	Q19665336		ERW			
189	Loeser	person	Q19665336		ERW			
189	Loeser	person	Q19665336		ERW			
190	Loeser	person	Q19665336		ERW			
191	Loeser	person	Q19665336		ERW			
191	Loeser	person	Q19665336		ERW			
191	Loeser	person	Q19665336		ERW			
192	Loeser	person	Q19665336		ERW			
193	Loeser	person	Q19665336		ERW			
324	S. Niccolo	location	Q3671405		ERW	TRUE	TRUE	
324	Santa Maria Nuova	organization			ERW			
324	The Loggia 〈dei Mercanti〉	organization			ERW			
324	The Loggia 〈dei Mercanti〉	organization			ERW			
324	the Renaissance Churches	organization			ERW			
193	Loeser	person	Q19665336		ERW			
196	Loeser	person	Q19665336		ERW			
197	Loeser	person	Q19665336		ERW			
325	del Calcinaio	organization	Q3674002		IT			
325	Duomo	organization	Q1132503		IT			
325	La Chiesa Nuova	organization	N/A	Perugia	ERW			
325	Library	organization			ERW			
325	Perugia	location	Q3437		ERW	TRUE	FALSE	
325	S. Maria del Monte Luce	location	Q3585421	Monteluce	ERW	TRUE	TRUE	
325	Santa Maria Nuova	organization			ERW			
325	Woman’s Herald	organization	Q125256		ERW			
326	Belle Arti	organization	Q3604024		IT			
197	Loeser	person	Q19665336		ERW			
326	Church	organization	Q3585432		IT			
197	Loeser	person	Q19665336		ERW			
198	Loeser	person	Q19665336		ERW			
326	Progresso	organization	N/A		ERW			
326	Roman Basilica	location	Q2942835	Todi	ERW	TRUE	FALSE	
326	S. Fortunato	location	Q3670013	Todi	ERW	FALSE	FALSE	both stayed close by
326	S. M. di Consolazione	organization	Q3585432	Todi	ERW			
326	the Church at Todi	organization			ERW			
198	Loeser	person	Q19665336		ERW			
327	Renaissance	organization	Q4692		ERW			
327	Renaissance	organization	Q4692		ERW			
329	Albergo della Posta	organization		No Wikidata	IT			
329	Albergo della Posta	organization		No Wikidata	IT			
329	Angeli	location	Q4706745		IT	TRUE	TRUE	
329	Assisi	location	Q20103		IT	TRUE	TRUE	
199	Loeser	person	Q19665336		ERW			
329	Foligno	location	Q20436		IT	TRUE	TRUE	
199	Loeser	person	Q19665336		ERW			
329	Montefalco	organization	Q20478		ERW			
200	Loeser	person	Q19665336		ERW			
330	Albergo Lucini	organization		No Wikidata	IT			
200	Loeser	person	Q19665336		ERW			
200	Loeser	person	Q19665336		ERW			
330	Canonico	organization	Q1104153		IT			
330	Europa	location		Hotel	IT	TRUE	TRUE	
201	Loeser	person	Q19665336		ERW			
201	Loeser	person	Q19665336		ERW			
202	Loeser	person	Q19665336		ERW			
202	Loeser	person	Q19665336		ERW			
202	Loeser	person	Q19665336		ERW			
206	Loeser	person	Q19665336		ERW			
208	Loeser	person	Q19665336		ERW			
211	Loeser	person	Q19665336		ERW			
330	Trevi	location	Q20604		ERW	TRUE	TRUE	
330	Trevi	location	Q20604		ERW	TRUE	TRUE	
211	Loeser	person	Q19665336		ERW			
331	Bramante tower	organization	Q112318173		IT			
212	Loeser	person	Q19665336		ERW			
331	Duomo	organization	Q2942831		IT			
331	Farnesina	organization	Q3739705		IT			
212	Loeser	person	Q19665336		ERW			
212	Loeser	person	Q19665336		ERW			
331	Orte	location	Q176180		ERW	TRUE	FALSE	
214	Loeser	person	Q19665336		ERW			
214	Loeser	person	Q19665336		ERW			
331	Renaissance	organization	Q4692		ERW			
331	Schenardi	location	N/A		ERW	TRUE	TRUE	
331	the Palazzo del Tè	organization			ERW			
214	Loeser	person	Q19665336		ERW			
332	Aquila Bianca	organization		Hotel, no wikidata	IT			
214	Loeser	person	Q19665336		ERW			
214	Loeser	person	Q19665336		ERW			
332	Church	organization	Q3670004		IT			
332	Church	organization	Q10924		IT			
214	Loeser	person	Q19665336		ERW			
332	Montefiascone	location	Q176142		ERW	TRUE	FALSE	
332	Orvieto	location	Q541		ERW	TRUE	FALSE	
332	S. Flaviano	location	Q3670004	Montefiascone 	ERW	TRUE	TRUE	
332	Signorellis	organization			ERW			
333	Assisi	location	Q20103		IT	TRUE	TRUE	
215	Loeser	person	Q19665336		ERW			
215	Loeser	person	Q19665336		ERW			
217	Loeser	person	Q19665336		ERW			
218	Loeser	person	Q19665336		ERW			
218	Loeser	person	Q19665336		ERW			
218	Loeser	person	Q19665336		ERW			
219	Loeser	person	Q19665336		ERW			
219	Loeser	person	Q19665336		ERW			
219	Loeser	person	Q19665336		ERW			
219	Loeser	person	Q19665336		ERW			
333	Signorellis	organization			ERW			
227	Loeser	person	Q19665336		ERW			
227	Loeser	person	Q19665336		ERW			
230	Loeser	person	Q19665336		ERW			
246	Loeser	person	Q19665336		ERW			
248	Loeser	person	Q19665336		ERW			
254	Loeser	person	Q19665336		ERW			
255	Loeser	person	Q19665336		ERW			
256	Loeser	person	Q19665336		ERW			
258	Loeser	person	Q19665336		ERW			
259	Loeser	person	Q19665336		ERW			
303	Loeser	person	Q19665336		ERW			
344	Loeser	person	Q19665336		ERW			
345	Loeser	person	Q19665336		ERW			
335	De Brosses	organization	Q725718		IT			
335	De Brosses’ Lettres sur l’Italie	organization	Q725718		IT			
345	Loeser	person	Q19665336		ERW			
346	Loeser	person	Q19665336		ERW			
351	Loeser	person	Q19665336		ERW			
335	Pitti	location	Q29286		ERW	TRUE	FALSE	
335	Pitti	location	Q29286		ERW	TRUE	FALSE	
335	St. Peter’s	organization			ERW			
352	Loeser	person	Q19665336		ERW			
355	Loeser	person	Q19665336		ERW			
357	Loeser	person	Q19665336		ERW			
359	Loeser	person	Q19665336		ERW			
360	Loeser	person	Q19665336		ERW			
360	Loeser	person	Q19665336		ERW			
361	Loeser	person	Q19665336		ERW			
336	Duomo	organization	Q191739		IT			
361	Loeser	person	Q19665336		ERW			
361	Loeser	person	Q19665336		ERW			
362	Loeser	person	Q19665336		ERW			
363	Loeser	person	Q19665336		ERW			
363	Loeser	person	Q19665336		ERW			
363	Loeser	person	Q19665336		ERW			
336	Sacristy	organization			ERW			
336	St. Peter’s	organization			ERW			
336	the Opera del Duomo	organization			ERW			
336	the Opera del Duomo	organization			ERW			
336	the Sacco di Roma	organization			ERW			
337	Bargello	organization	Q388448		IT			
363	Loeser	person	Q19665336		ERW			
363	Loeser	person	Q19665336		ERW			
363	Loeser	person	Q19665336		ERW			
366	Loeser	person	Q19665336		ERW			
337	Cascine	organization	Q3364250		IT			
370	Loeser	person	Q19665336		ERW			
385	Loeser	person	Q19665336		ERW			
337	Duomo	organization	Q191739		IT			
386	Loeser	person	Q19665336		ERW			
386	Loeser	person	Q19665336		ERW			
337	Met Costa	organization			ERW			
337	the Riccardi Palace	organization			ERW			
387	Loeser	person	Q19665336		ERW			
212	Logan	person	Q328494		ERW			
255	Logan	person	Q328494		ERW			
273	Logan	person	Q328494		ERW			
286	Logan	person	Q328494		ERW			
287	Logan	person	Q328494		ERW			
338	the National Gallery	organization			ERW			
340	Bellosguardo	organization	Q80661		IT			
287	Logan	person	Q328494		ERW			
287	Logan	person	Q328494		ERW			
288	Logan	person	Q328494		ERW			
364	Logan	person	Q328494		ERW			
432	Logan	person	Q328494		ERW			
433	Logan	person	Q328494		ERW			
304	Longhi	person			ERW			
264	Lorenzetti	person			ERW			
371	Lorenzetti	person			ERW			
340	Pitti	location	Q29286		ERW	TRUE	FALSE	
340	the Panciatichi Gallery	organization			ERW			
340	the Uffici 	location	Q51252	Uffizi	ERW	TRUE	TRUE	
371	Lorenzetti	person			ERW			
250	Lorenzo	person			ERW			
250	Lorenzo	person			ERW			
251	Lorenzo	person			ERW			
224	Lorenzo di Credi	person			ERW			
247	Lorenzo di Medici	person			ERW			
191	Lorenzo Monaco	person			ERW			
192	Lorenzo Monaco	person			ERW			
193	Lorenzo Monaco	person			ERW			
223	Lorenzo Monaco	person			ERW			
341	Museo Etrusco	organization	Q55385698		ERW			
341	Pitti	location	Q29286		ERW	TRUE	FALSE	
245	Lorenzo Monaco	person			ERW			
192	Lorenzo Monaco’s	person			ERW			
317	Loreto 9-12.30	person			ERW			
342	Loring	person			ERW			
102	lorsqu’il avait eu	person			ERW			
304	Loschi Giorgione	person			ERW			
213	Loti	person			ERW			
412	Louis XIV	person			ERW			
304	Louis XV	person			ERW			
253	Louisa	person			ERW			
253	Louisa Alcott	person			ERW			
292	Louvre	person			ERW			
295	Louvre	person			ERW			
425	Lowndes	person			ERW			
425	Lowndes	person			ERW			
174	Löwy	person			ERW			
382	Luca della Robbia	person			ERW			
337	Lucca della Robbias	person			ERW			
228	Lucy	person			ERW			
228	Lucy	person			ERW			
229	Lucy	person			ERW			
229	Lucy	person			ERW			
109	Luini	person			ERW			
343	the Casa Buonarotti	organization			ERW			
343	Toscana	location	Q1273		ERW	TRUE	TRUE	
344	Bellosguardo	organization	Q80661		IT			
110	Luini	person			ERW			
401	M. Guillaume	person			ERW			
440	M. Sidney Parry	person	Q15997634		ERW			
163	Macbeth	person			ERW			
166	Machiavelli	person			ERW			
336	Machiavelli	person			ERW			
259	Madeleine Fleury	person			ERW			
89	Madonna	person			ERW			
89	Madonna	person			ERW			
95	Madonna	person			ERW			
98	Madonna	person			ERW			
109	Madonna	person			ERW			
113	Madonna	person			ERW			
154	Madonna	person			ERW			
157	Madonna	person			ERW			
157	Madonna	person			ERW			
188	Madonna	person			ERW			
188	Madonna	person			ERW			
244	Madonna	person			ERW			
266	Madonna	person			ERW			
346	Evening Post and Women’s Herald	organization	Q211374		IT			
346	Florence	location	Q2044		IT	TRUE	TRUE	
331	Madonna	person			ERW			
379	Madonna	person			ERW			
423	Madonna dell’Orto	person			ERW			
426	Madonna dell’Orto	person			ERW			
75	Maeterlinck	person	Q49747		IT			
346	Lotto	organization			ERW			
73	Maeterlingk	person	Q49747		IT			
89	Magdalen	person			ERW			
89	Magdalen	person			ERW			
89	Magdalen	person			ERW			
89	Magdalen	person			ERW			
318	mai dell’Inghilterra	person			ERW			
193	Maiano	person			ERW			
217	Mais	person			ERW			
291	Maison Ouverte	person			ERW			
298	Maître	person			ERW			
348	Nation	organization	Q1897630		ERW			
372	Malabecchiani	person			ERW			
79	Maleine	person			ERW			
359	Mallarmé	person			ERW			
275	Mamie Gwinn	person			ERW			
114	Manet	person			ERW			
114	Manet	person			ERW			
275	Manet	person			ERW			
397	Manette Salomon	person			ERW			
226	Manni	person			ERW			
109	Mantegna	person			ERW			
350	Arno	location	Q115457		IT	TRUE	FALSE	
350	Bellosguardo	organization	Q80661		IT			
109	Mantegna	person			ERW			
109	Mantegna	person			ERW			
122	Mantegna	person			ERW			
122	Mantegna	person			ERW			
144	Mantegna	person			ERW			
350	Lotto	organization			ERW			
350	Pitti	location	Q29286		ERW	TRUE	FALSE	
151	Mantegna	person			ERW			
152	Mantegna	person			ERW			
177	Mantegna	person			ERW			
248	Mantegna	person			ERW			
249	Mantegna	person			ERW			
429	Mantegna	person			ERW			
428	Mantova	person			ERW			
429	Mantova	person			ERW			
431	Mantova	person			ERW			
254	Margaret Deland	person			ERW			
352	Arno	location	Q115457		IT	TRUE	FALSE	
376	Maria Novella	person			ERW			
131	Maria Zobenigo	person			ERW			
262	Mariano	person			ERW			
263	Mariano	person			ERW			
295	Marie Delna	person			ERW			
369	Marion	person			ERW			
422	Marion	person			ERW			
423	Marion	person			ERW			
424	Marion	person			ERW			
426	Marion	person			ERW			
427	Marion	person			ERW			
352	the Botticelli Venus	art			ERW	FALSE	FALSE	
352	the Botticelli Venus	art			ERW	FALSE	FALSE	
427	Marion	person			ERW			
403	Marion Crawford	person			ERW			
282	Marion Lawrence	person			ERW			
353	Academy	organization	Q10855544		IT			
353	Arno	organization	Q115457		IT			
353	Bargello	organization	Q388448		IT			
353	Bargello	organization	Q388448		IT			
292	Marion Lawrence	person			ERW			
364	Marion Lawrence	person			ERW			
422	Marion Lawrence	person			ERW			
254	Mark Twain	person			ERW			
353	Lotto	organization			ERW			
320	Marsala	person			ERW			
114	Marshall	person			ERW			
354	Fletcher	organization	Q312444		IT			
219	Martelli	person			ERW			
306	Martino da Udine	person			ERW			
73	Mary	person	Q6779039		IT			
89	Mary	person			ERW			
137	Mary	person			ERW			
176	Mary	person			ERW			
355	Galleries	organization	Q1007870		IT			
355	Galleries	organization	Q1007870		IT			
196	Mary	person			ERW			
255	Mary	person			ERW			
370	Mary	person			ERW			
355	Symonds	organization			ERW			
422	Mary	person			ERW			
355	The American Traveller	organization			ERW			
355	The American Traveller	organization			ERW			
435	Mary	person			ERW			
437	Mary	person			ERW			
229	Mary Foote	person			ERW			
356	Academy	organization	Q10855544		IT			
253	Mary Queen	person			ERW			
253	Mary Shelley	person			ERW			
180	Masolino	person			ERW			
197	Masolino	person			ERW			
333	Mass	person			ERW			
333	Mass	person			ERW			
334	Mass	person			ERW			
356	Symonds	organization			ERW			
357	Academy	organization	Q10855544		IT			
334	Mass	person			ERW			
404	Massa Fermana	person			ERW			
421	Massingham	person			ERW			
321	Matelica	person			ERW			
322	Matelica	person			ERW			
138	Matthew Arnold	person			ERW			
252	Matthew Arnold	person			ERW			
274	Maude	person			ERW			
357	Botticellis	organization	Q5669		IT			
274	Maude	person			ERW			
274	Maude	person			ERW			
275	Maude	person			ERW			
275	Maude	person			ERW			
276	Maude	person			ERW			
277	Maude	person			ERW			
278	Maude	person			ERW			
278	Maude	person			ERW			
296	Maude	person			ERW			
311	Maude	person			ERW			
357	Judith	art	Q2247406	Uffizi	ERW			
322	Maude	person			ERW			
409	Maude	person			ERW			
357	the Journal des Beaux Arts	organization			ERW			
357	Trespiano	location	Q3676951		ERW	TRUE	TRUE	
409	Maude	person			ERW			
358	Florence	location	Q2044		IT	TRUE	TRUE	
435	Maude	person			ERW			
358	Harvard	organization	Q13371		IT			
435	Maude	person			ERW			
408	Maude Mosher	person			ERW			
358	Lotto	organization			ERW			
417	Maude Mosher	person			ERW			
358	Science	organization			ERW			
358	the National Lottery	organization			ERW			
192	Maupassant	person			ERW			
202	Maupassant	person			ERW			
204	Maupassant	person			ERW			
222	Maupassant	person			ERW			
222	Maupassant	person			ERW			
178	Maurice Barrè	person			ERW			
161	Maximilianplatz 4	person			ERW			
162	Maximilianplatz 4	person			ERW			
166	Maximilianplatz 4	person			ERW			
436	May Jeffrey	person	Q76191267	maybe	ERW			
359	Lotto	organization			ERW			
359	Lotto	organization			ERW			
387	Mediaeval	person			ERW			
359	Pitti	location	Q29286		ERW	TRUE	FALSE	
388	Mediaeval	person			ERW			
400	Mediaeval	person			ERW			
321	Melozzo	person			ERW			
138	Mercier	person			ERW			
359	the National Gallery	organization			ERW			
139	Mercier	person			ERW			
360	Bargello	organization	Q388448		IT			
