Page #,Citation,Entry,Type,Wikidata ID,Notes,Annotator,Paragraph #,Start,End
177,,Alinari,organization,Q644689,,IT,2,0,8
385,,Alvise Vivarina,organization,Q1258585,,IT,3,72,79
303,,Ambrosiana,organization,Q815611,,IT,19,0,8
408,,Ambrosiana,organization,Q815611,,IT,28,0,8
365,,Amico Aspertini,organization,Q470846,,IT,10,0,8
320,,Appenines,organization,Q1285,,IT,6,0,8
314,,Aquila,organization,,"Hotel, no wikidata",IT,1,0,8
321,,Aquila,organization,,"Hotel, no wikidata",IT,2,31,39
332,,Aquila Bianca,organization,,"Hotel, no wikidata",IT,4,126,134
311,,Arena,organization,Q2739127,Think she was referring to this museum,IT,14,5,13
353,,Arno,organization,Q115457,,IT,7,0,8
320,,Arpignano,organization,Q18437166,,IT,2,40,48
269,,Bank,organization,Q22687,,IT,4,89,97
394,,Baptistery,organization,Q210077,,IT,10,17,25
398,,Barberini,organization,Q1136614,,IT,8,12,20
398,,Barberini Collection,organization,Q1136615,,IT,11,105,113
418,,Barca,organization,Q18441895,,IT,2,28,36
184,,Bargello,organization,Q388448,,IT,8,88,96
189,,Bargello,organization,Q388448,,IT,6,0,8
252,,Bargello,organization,Q388448,,IT,3,28,36
337,,Bargello,organization,Q388448,,IT,3,10,18
353,,Bargello,organization,Q388448,,IT,13,15,23
353,,Bargello,organization,Q388448,,IT,15,0,8
360,,Bargello,organization,Q388448,,IT,12,76,84
364,,Bargello,organization,Q388448,,IT,2,97,105
365,,Bargello,organization,Q388448,,IT,10,53,61
366,,Bargello,organization,Q388448,,IT,3,0,8
370,,Bargello,organization,Q388448,,IT,6,29,37
377,,Bargello,organization,Q388448,,IT,13,52,60
377,,Bargello,organization,Q388448,,IT,9,211,219
382,,Bargello,organization,Q388448,,IT,2,43,51
394,,Bargello,organization,Q388448,,IT,21,0,8
394,,Bargello,organization,Q388448,,IT,2,52,60
97,,Bastei,organization,Q810577,,IT,12,0,8
90,,Bauer,organization,Q1025572,,IT,3,0,8
414,,Bavarian Museum,organization,Q631056,,IT,31,0,8
242,,Belcaro,organization,Q3662483,,IT,5,77,95
324,,Belle Arti,organization,Q3604024,,IT,8,21,48
326,,Belle Arti,organization,Q3604024,,IT,5,48,62
396,,Belle Arti,organization,Q3604024,,IT,4,38,72
396,,Belle Arti,organization,Q3604024,,IT,9,27,50
340,,Bellosguardo,organization,Q80661,,IT,1,26,33
344,,Bellosguardo,organization,Q80661,,IT,2,30,37
350,,Bellosguardo,organization,Q80661,,IT,9,87,94
370,,Bellosguardo,organization,Q80661,,IT,2,390,397
376,,Bellosguardo,organization,Q80661,,IT,2,441,448
379,,Bellosguardo,organization,Q80661,,IT,8,69,76
382,,Bellosguardo,organization,Q80661,,IT,15,73,80
389,,Bellosguardo,organization,Q80661,,IT,12,60,67
389,,Bellosguardo,organization,Q80661,,IT,7,159,166
412,,Bernardino da Mariotto,organization,Q2898920,,IT,3,134,141
104,,Bethlehem,organization,Q5776,,IT,2,124,129
104,,Bethlehem,organization,Q5776,,IT,2,91,101
171,,Bishops,organization,Q29182,,IT,1,70,80
171,,Bishops,organization,Q29182,,IT,2,253,263
270,,Bissolo,organization,Q2566320,,IT,3,71,81
414,,Böchlin,organization,Q123071,,IT,12,0,5
431,,Boord,organization,,Possibly Q7787747?,IT,4,82,89
79,,Borghese,organization,Q841506,,IT,7,24,31
79,,Borghese,organization,Q841506,,IT,13,59,66
398,,Borghese,organization,Q841506,,IT,35,54,61
402,,Borghese,organization,Q841506,,IT,8,17,24
403,,Borghese,organization,Q841506,,IT,3,23,41
272,,Borromeo Collection,organization,Q3889707,,IT,2,127,134
142,,Botti,organization,Q5669,,IT,15,97,105
208,,Botticellis,organization,Q5669,,IT,6,7,15
357,,Botticellis,organization,Q5669,,IT,10,179,184
245,,Botticini,organization,Q3417360,,IT,1,365,378
331,,Bramante tower,organization,Q112318173,,IT,2,196,207
262,,Brancoli,organization,Q55167321,,IT,10,55,66
263,,Brancoli,organization,Q55167321,,IT,1,77,83
111,,Brauereis,organization,Q131734,,IT,2,118,124
117,,Buonsignori,organization,Q17637660,,IT,2,50,55
131,,Buonsignori,organization,Q17637660,,IT,2,98,103
110,,Burckmeyer,organization,,"Cannot find, probably heavily misspelled",IT,2,41,48
417,,Café Central,organization,,"Cafe in Innsbruck, no wikidata",IT,3,47,59
404,,Caffé,organization,Q30022,,IT,3,17,29
330,,Canonico,organization,Q1104153,,IT,3,56,62
395,,Canoniera,organization,Q3361342,,IT,7,31,37
420,,Canova,organization,Q5547,,IT,12,64,70
316,,Casa,organization,Q4012132,,IT,1,11,21
258,,Cascine,organization,Q3364250,,IT,2,54,64
337,,Cascine,organization,Q3364250,,IT,10,15,32
374,,Cascine,organization,Q3364250,,IT,2,15,32
377,,Cascine,organization,Q3364250,,IT,1,96,109
225,,Castello,organization,Q2163936,,IT,4,14,23
229,,Castello,organization,Q2163936,,IT,14,16,25
272,,Castello,organization,Q3662873,,IT,11,227,236
395,,Castello,organization,Q20413,,IT,8,7,21
198,,Cavalcasselle,organization,Q1372695,,IT,2,26,46
120,,Cavazzolas,organization,Q2382158,,IT,14,8,17
411,,Chalons-sur-Marne,organization,Q47135,,IT,12,0,9
412,,Chalons-sur-Marne,organization,Q47135,,IT,14,0,9
294,,Chateau,organization,Q751876,,IT,2,243,249
433,,Chronicle,organization,Q5416593,,IT,13,97,102
436,,Chronicle,organization,Q5416593,,IT,3,20,26
207,,Chtchédrine,organization,Q211785,,IT,3,71,77
76,,Church,organization,Q678611,,IT,2,187,195
122,,Church,organization,Q2713844,,IT,8,58,74
158,,Church,organization,,Unspecified Chuch,IT,3,76,90
199,,Church,organization,,Unspecified Chuch,IT,15,44,51
204,,Church,organization,Q3670196,,IT,8,68,74
205,,Church,organization,Q3670196,,IT,2,16,23
267,,Church,organization,,No wikidata,IT,1,7,14
267,,Church,organization,,No wikidata,IT,2,13,20
268,,Church,organization,Q3001633,,IT,12,159,169
272,,Church,organization,,Unspecified Chuch,IT,6,88,98
299,,Church,organization,Q3671001,,IT,3,128,138
299,,Church,organization,Q3671001,,IT,6,27,37
320,,Church,organization,,,IT,4,7,29
321,,Church,organization,Q60825590,,IT,8,128,143
321,,Church,organization,Q9333632,,IT,14,25,52
326,,Church,organization,Q3585432,,IT,2,25,52
332,,Church,organization,Q3670004,,IT,1,235,258
332,,Church,organization,Q10924,,IT,2,278,301
404,,Church,organization,Q2942660,,IT,20,73,78
405,,Church,organization,,Unspecified Chuch,IT,3,5,10
405,,Church,organization,,Unspecified Chuch,IT,3,426,431
418,,Church,organization,Q65037170,,IT,4,68,74
321,,Church of San Giovanni,organization,Q60825590,,IT,1,0,4
204,,Church of the Renaissance,organization,Q3670196,,IT,34,18,24
180,,Churches,organization,,Unspecified Chuch,IT,2,165,187
323,,Churches,organization,,Unspecified Chuch,IT,5,11,18
393,,Churches,organization,,Unspecified Chuch,IT,9,38,43
401,,Churches,organization,,Unspecified Chuch,IT,4,6,15
432,,Churches,organization,,Unspecified Chuch,IT,3,528,537
312,,Classe,organization,Q785115,,IT,17,0,25
269,,Coltellini,organization,Q1931055,,IT,12,0,7
422,,Conegliano,organization,Q8453,,IT,6,11,17
126,,Correr,organization,Q1470912,,IT,1,47,56
128,,Correr,organization,Q1470912,,IT,2,60,69
134,,Correr,organization,Q1470912,,IT,5,60,69
136,,Correr,organization,Q1470912,,IT,7,44,53
139,,Correr,organization,Q1470912,,IT,2,21,30
140,,Correr,organization,Q1470912,,IT,13,9,18
308,,Correr,organization,Q1470912,,IT,14,88,97
309,,Correr,organization,Q1470912,,IT,8,5,14
423,,Correr,organization,Q1470912,,IT,14,29,38
426,,Correr,organization,Q1470912,,IT,15,24,33
426,,"Correr, S. Simeon Profeta",organization,Q1470912,,IT,7,62,71
141,,Costa at S. Giovanni Crisostomo,organization,Q3725701,,IT,5,75,84
134,,Costas,organization,Q3725701,,IT,11,0,9
142,,Costas,organization,Q3725701,,IT,10,38,45
160,,Costas,organization,Q3725701,,IT,13,16,23
216,,Countess,organization,,Elena Rasponi delle Teste Gamba Ghiselli,IT,3,11,19
420,,Crespano,organization,Q47036,,IT,3,102,107
298,,Croce Bianca,organization,,"Hotel, no wikidata",IT,2,348,354
433,,Croce Bianca,organization,,no wikidata,IT,2,34,47
150,,Croce d’Oro,organization,,"Hotel, no wikidata",IT,29,24,30
428,,Croce d’Oro,organization,,"Hotel, no wikidata",IT,3,309,314
428,,Croce d’Oro,organization,,"Hotel, no wikidata",IT,12,88,93
428,,Croce d’Oro,organization,,"Hotel, no wikidata",IT,11,0,10
428,,Croce d’Oro,organization,,"Hotel, no wikidata",IT,8,5,37
109,,Cupid,organization,Q5011,,IT,6,113,118
107,,Dagnau,organization,Q663837,,IT,2,627,634
108,,Dagnau,organization,Q663837,,IT,14,50,57
335,,De Brosses,organization,Q725718,,IT,3,205,214
335,,De Brosses’ Lettres sur l’Italie,organization,Q725718,,IT,7,73,82
79,,de Goncourt,organization,Q622283,,IT,3,248,257
94,,de Lisle Adam,organization,Q366285,,IT,2,225,234
289,,Degas,organization,Q46373,,IT,8,36,57
325,,del Calcinaio,organization,Q3674002,,IT,8,7,12
113,,Detaille,organization,Q724148,,IT,2,180,185
139,,Doge,organization,Q189883,,IT,13,46,51
390,,Doney,organization,Q1114368,,IT,10,193,198
136,,Ducal Palace,organization,Q189883,,IT,3,64,78
264,,Duoma,organization,Q1754247,,IT,1,25,38
115,,Duomo,organization,Q2713844,,IT,1,123,148
116,,Duomo,organization,Q2713844,,IT,2,166,191
159,,Duomo,organization,Q3045561,,IT,13,77,82
179,,Duomo,organization,Q2263308,,IT,8,104,109
180,,Duomo,organization,Q191739,,IT,4,23,28
180,,Duomo,organization,Q191739,,IT,4,368,373
199,,Duomo,organization,Q191739,,IT,1,439,444
242,,Duomo,organization,Q282554,,IT,2,586,591
264,,Duomo,organization,Q3671532,,IT,9,9,23
265,,Duomo,organization,Q2942519,,IT,8,0,15
266,,Duomo,organization,Q2942519,,IT,4,18,31
270,,Duomo,organization,Q753721,,IT,7,104,117
298,,Duomo,organization,Q17622411,,IT,46,0,13
301,,Duomo,organization,Q2001128,,IT,4,0,13
305,,Duomo,organization,Q2019284,,IT,3,40,52
312,,Duomo,organization,Q2942769,,IT,1,51,69
314,,Duomo,organization,Q1268593,,IT,2,66,84
314,,Duomo,organization,Q1439876,,IT,23,8,19
314,,Duomo,organization,Q1439876,,IT,3,24,39
316,,Duomo,organization,Q2942750,,IT,3,67,73
322,,Duomo,organization,Q3045550,,IT,9,362,371
325,,Duomo,organization,Q1132503,,IT,4,494,505
331,,Duomo,organization,Q2942831,,IT,6,141,145
336,,Duomo,organization,Q191739,,IT,13,30,34
337,,Duomo,organization,Q191739,,IT,13,112,116
396,,Duomo,organization,Q3045550,,IT,10,0,4
404,,Duomo,organization,Q2942547,,IT,9,0,4
428,,Duomo,organization,Q2407092,,IT,9,79,83
430,,Duomo,organization,Q2713844,,IT,9,165,169
172,,E. de Goncourt,organization,Q622283,,IT,1,400,410
172,,E. de Goncourt,organization,Q622283,,IT,2,762,772
346,,Evening Post and Women’s Herald,organization,Q211374,,IT,4,94,102
418,,Fair,organization,Q288514,,IT,12,26,34
331,,Farnesina,organization,Q3739705,,IT,11,4,17
404,,Fermo,organization,Q13139,,IT,2,132,139
114,,Ferrarese Schools,organization,Q13362,,IT,3,8,20
179,,Ferrari,organization,,Unspecified author,IT,11,9,15
184,,Ferrari,organization,,Unspecified author,IT,2,9,15
186,,Ferrari,organization,,Unspecified author,IT,10,6,13
354,,Fletcher,organization,Q312444,,IT,1,13,21
129,,Florian,organization,Q960610,,IT,3,56,69
133,,Florian,organization,Q960610,,IT,3,42,52
133,,Florian,organization,Q960610,,IT,1,59,69
136,,Florian,organization,Q960610,,IT,2,257,267
139,,Florian’s,organization,Q960610,,IT,3,162,172
81,,Fodor Museum,organization,Q18378399,,IT,2,162,172
310,,Frari,organization,Q224961,,IT,7,27,36
230,,Galleries,organization,Q1007870,,IT,7,14,22
355,,Galleries,organization,Q1007870,,IT,4,42,50
355,,Galleries,organization,Q1007870,,IT,10,29,37
323,,Genio da Pistoia,organization,Q3104075,,IT,10,10,18
289,,Gerino da Pistoia,organization,Q3104075,,IT,10,51,59
289,,Gerino da Pistoia,organization,Q3104075,,IT,6,14,22
131,,Gesuati,organization,Q1093909,,IT,1,67,82
133,,Gesuati,organization,Q1093909,,IT,2,491,506
140,,Gesuiti,organization,Q1093909,,IT,3,40,57
308,,Gesuiti,organization,Q1093909,,IT,3,79,98
427,,Gesuiti,organization,Q1093909,,IT,3,63,80
265,,Ghirlandaios,organization,Q64881,"Could be incorrect, many renaissance painters named ""Ghirlandaio""",IT,3,105,118
139,,Giacomo in Orio,organization,Q1150698,,IT,4,205,218
228,,Giovanni,organization,Q3107147,,IT,4,57,76
228,,Giovanni,organization,Q3107147,,IT,8,12,14
296,,Giovanni,organization,Q3107147,,IT,9,15,19
131,,Giovanni e Paolo,organization,Q155225,,IT,6,17,25
362,,Gladstone,organization,Q160852,,IT,6,5,19
434,,Gladstone,organization,Q160852,,IT,6,51,61
107,,Glaspalast,organization,Q319069,,IT,10,91,97
407,,Grumello,organization,Q12951913,,IT,10,59,66
274,,Guardi,organization,Q590969,,IT,2,23,30
138,,Guggenheim,organization,Q1049033,,IT,8,17,24
113,,Hagborg,organization,Q2870939,,IT,18,35,43
437,,Hamburger Strasse,organization,Q61473201,,IT,3,140,151
167,,Hampton Court,organization,Q205666,,IT,2,7,16
218,,Hampton Court,organization,Q205666,,IT,6,26,35
231,,Hampton Court,organization,Q205666,,IT,15,41,53
231,,Hampton Court,organization,Q205666,,IT,4,57,69
242,,Hampton Court,organization,Q205666,,IT,10,28,40
266,,Hampton Court,organization,Q205666,,IT,5,24,36
415,,Hampton Court,organization,Q205666,,IT,15,216,230
415,,Hampton Court,organization,Q205666,,IT,4,77,91
416,,Hampton Court,organization,Q205666,,IT,13,71,85
427,,Hampton Court,organization,Q205666,,IT,11,12,33
427,,Hampton Court,organization,Q205666,,IT,3,707,718
427,,Hampton Court,organization,Q205666,,IT,2,707,718
428,,Hampton Court,organization,Q205666,,IT,3,121,133
428,,Hampton Court,organization,Q205666,,IT,3,73,85
431,,Hampton Court,organization,Q205666,,IT,6,23,37
433,,Hampton Court,organization,Q205666,,IT,9,221,234
295,,Hapgood,organization,Q7052323,,IT,4,0,14
281,,Harvard,organization,Q13371,,IT,6,101,108
358,,Harvard,organization,Q13371,,IT,2,65,73
422,,Haslemere,organization,Q2449644,,IT,8,50,54
82,,Henry the Lion,organization,Q105378,,IT,10,23,36
367,,Hilton,organization,,Unnamed Hilton hotel,IT,5,25,35
189,,Home,organization,,No wikidata,IT,15,28,43
419,,Hotel Belle Vedere,organization,,No wikidata,IT,1,408,420
297,,Hotel Centrale,organization,,No wikidata,IT,2,597,609
117,,Hotel Colomba,organization,Q111412921,,IT,8,112,128
120,,Hotel Colombe d’Or,organization,Q111412921,,IT,10,71,75
142,,Hotel Croce,organization,,No wikidata,IT,11,26,42
146,,Hotel Croce,organization,,No wikidata,IT,19,36,42
411,,Hotel de Paris,organization,,No wikidata,IT,6,48,56
270,,Hotel de Roma,organization,,No wikidata,IT,4,64,72
260,,Hotel de Russie,organization,,No wikidata,IT,8,23,31
262,,Hotel de Russie,organization,,No wikidata,IT,7,58,77
295,,Hotel de Ville,organization,Q640968,,IT,7,24,36
152,,Hotel della Spada,organization,,No wikidata,IT,7,117,122
419,,Hotel delle Adiarylpi,organization,,No wikidata,IT,15,55,60
288,,Hotel du Grand Cerf,organization,Q22997365,,IT,6,23,28
224,,"Hotel Globe e Londra, Pistoia",organization,,No wikidata,IT,3,78,83
99,,Hotel Goldner Kreuz,organization,Q18560073,,IT,4,22,27
313,,Hotel Masini,organization,,No wikidata,IT,7,69,74
128,,Hotel Murano,organization,,No wikidata,IT,14,7,12
93,,Hotel Rheinischerhof,organization,,No wikidata,IT,11,56,61
107,,Hotel Roth,organization,,No wikidata,IT,7,28,33
109,,Hotel Roth,organization,,No wikidata,IT,4,23,28
110,,Hotel Roth,organization,,No wikidata,IT,4,68,73
111,,Hotel Roth,organization,,No wikidata,IT,7,9,14
112,,Hotel Roth,organization,,No wikidata,IT,6,29,34
413,,Hotel Roth,organization,,No wikidata,IT,13,19,24
414,,Hotel Roth,organization,,No wikidata,IT,1,435,440
416,,Hotel Roth,organization,,No wikidata,IT,2,454,459
311,,Hotel San Marco,organization,,No wikidata,IT,1,407,450
312,,Hotel San Marco,organization,,No wikidata,IT,4,14,27
397,,Hotel Suisse,organization,,No wikidata,IT,13,18,31
160,,Hotel Tegetthof,organization,,No wikidata,IT,7,27,38
316,,House,organization,,Q2047517,IT,2,17,24
134,,Howells’,organization,Q526709,,IT,8,316,326
135,,Howells’,organization,Q526709,,IT,2,316,326
438,,Il Palmerino,organization,Q4012111,,IT,11,0,8
104,,Jewish Synagogue,organization,Q15281518,Regensburg,ERW,1,120,136
104,,Jewish Synagogue,organization,Q15281518,Regensburg,ERW,2,600,616
78,,Krasnapolski,organization,Q1213720,,IT,2,43,50
296,,l’Exposition des Arts de la Femme,organization,N/A,1892,ERW,11,58,91
325,,La Chiesa Nuova,organization,N/A,Perugia,ERW,11,129,144
262,,La Pieve di Brancoli,organization,Q55167321,,ERW,12,188,196
227,,La Toscana,organization,N/A,Florence restaurant,ERW,4,26,36
415,,Lenbach,organization,,,ERW,6,51,58
300,,Liaisons Dangereuses,organization,,,ERW,5,29,49
243,,Liberale,organization,,,ERW,1,374,382
243,,Liberale,organization,,,ERW,2,420,428
223,,Library,organization,,,ERW,7,95,102
325,,Library,organization,,,ERW,5,99,106
411,,Lion d’Or,organization,,,ERW,5,30,39
124,,Lombardi,organization,,,ERW,7,95,103
308,,Longhis,organization,,,ERW,3,67,74
264,,Lorenzo dei Medici,organization,,,ERW,11,109,127
98,,Lotto,organization,,,ERW,5,9,14
129,,Lotto,organization,,,ERW,6,139,144
131,,Lotto,organization,,,ERW,8,169,174
133,,Lotto,organization,,,ERW,5,29,34
133,,Lotto,organization,,,ERW,5,157,162
225,,Lotto,organization,,,ERW,11,10,15
271,,Lotto,organization,,,ERW,9,74,79
272,,Lotto,organization,,,ERW,3,209,214
272,,Lotto,organization,,,ERW,8,125,130
300,,Lotto,organization,,,ERW,3,48,53
300,,Lotto,organization,,,ERW,4,32,37
301,,Lotto,organization,,,ERW,11,50,55
346,,Lotto,organization,,,ERW,27,19,24
350,,Lotto,organization,,,ERW,11,28,33
353,,Lotto,organization,,,ERW,11,24,29
358,,Lotto,organization,,,ERW,3,17,22
359,,Lotto,organization,,,ERW,8,10,15
359,,Lotto,organization,,,ERW,8,84,89
360,,Lotto,organization,,,ERW,2,10,15
365,,Lotto,organization,,,ERW,3,65,70
365,,Lotto,organization,,,ERW,7,29,34
365,,Lotto,organization,,,ERW,9,22,27
369,,Lotto,organization,,,ERW,2,61,66
369,,Lotto,organization,,,ERW,6,40,45
375,,Lotto,organization,,,ERW,7,14,19
375,,Lotto,organization,,,ERW,10,31,36
376,,Lotto,organization,,,ERW,2,30,35
377,,Lotto,organization,,,ERW,7,42,47
377,,Lotto,organization,,,ERW,10,56,61
377,,Lotto,organization,,,ERW,15,24,29
378,,Lotto,organization,,,ERW,3,41,46
381,,Lotto,organization,,,ERW,6,22,27
385,,Lotto,organization,,,ERW,12,24,29
386,,Lotto,organization,,,ERW,8,18,23
387,,Lotto,organization,,,ERW,5,25,30
393,,Lotto,organization,,,ERW,4,59,64
401,,Lotto,organization,,,ERW,3,16,21
405,,Lotto,organization,,,ERW,6,91,96
406,,Lotto,organization,,,ERW,9,57,62
406,,Lotto,organization,,,ERW,10,27,32
412,,Lotto,organization,,,ERW,3,128,133
420,,Lotto,organization,,,ERW,8,32,37
278,,Louvre,organization,,,ERW,6,17,23
279,,Louvre,organization,,,ERW,3,15,21
279,,Louvre,organization,,,ERW,4,17,23
292,,Louvre,organization,,,ERW,5,21,27
293,,Louvre,organization,,,ERW,2,0,6
293,,Louvre,organization,,,ERW,10,12,18
294,,Louvre,organization,,,ERW,7,0,6
275,,Louvre.,organization,,,ERW,11,0,7
296,,Louvre.,organization,,,ERW,10,0,7
428,,Luzio,organization,,,ERW,11,35,40
433,,Luzio,organization,,,ERW,23,20,25
107,,Manets,organization,,,ERW,4,252,258
163,,Manon,organization,,,ERW,9,31,36
171,,Mansfield College,organization,,,ERW,3,620,637
172,,Mansfield College,organization,,,ERW,2,620,637
245,,Masaccio,organization,,,ERW,5,148,156
198,,"Masaccio, Ghiberti",organization,,,ERW,3,135,153
197,,Massaccio,organization,,,ERW,14,27,36
401,,Masseretti,organization,,,ERW,10,72,82
82,,Matilda,organization,,,ERW,6,42,49
221,,Medici,organization,,,ERW,7,26,32
437,,Medico Chirurgo,organization,,,ERW,7,20,35
81,,Meissonier,organization,,,ERW,4,27,37
166,,Mélandri,organization,,,ERW,12,30,38
89,,Mercury,organization,,,ERW,10,75,82
127,,Met Costa,organization,,,ERW,4,0,9
127,,Met Costa,organization,,,ERW,9,0,9
129,,Met Costa,organization,,,ERW,2,0,9
130,,Met Costa,organization,,,ERW,2,0,9
131,,Met Costa,organization,,,ERW,8,0,9
135,,Met Costa,organization,,,ERW,4,0,9
176,,Met Costa,organization,,,ERW,15,0,9
178,,Met Costa,organization,,,ERW,5,0,9
212,,Met Costa,organization,,,ERW,2,0,9
222,,Met Costa,organization,,,ERW,12,0,9
259,,Met Costa,organization,,,ERW,5,0,9
337,,Met Costa,organization,,,ERW,4,0,9
129,,Met Costa 〈,organization,,,ERW,6,0,11
296,,Met Giovanni Costa,organization,,,ERW,3,0,18
296,,Met Hapgood,organization,,,ERW,17,0,11
297,,Met Hapgood,organization,,,ERW,2,0,11
166,,Met Napier Myles,organization,,,ERW,7,0,16
93,,Met Walter,organization,,,ERW,9,0,10
94,,Met Walter  Cope,organization,,,ERW,2,0,16
172,,Metaphysics,organization,,,ERW,1,298,309
172,,Metaphysics,organization,,,ERW,2,1048,1059
329,,Montefalco,organization,Q20478,,ERW,10,44,54
303,,Morone,organization,Q1237219,,ERW,7,188,194
422,,Murano,organization,Q52437,,ERW,13,0,6
408,,Museo Civico,organization,Q2358398,,ERW,8,0,12
341,,Museo Etrusco,organization,Q55385698,,ERW,7,289,302
166,,Napier Myles,organization,Q7184124,,ERW,14,21,33
167,,Napier Myles,organization,Q7184125,,ERW,2,21,33
189,,Nation,organization,Q1897630,,ERW,8,170,176
348,,Nation,organization,Q1897630,,ERW,3,62,68
366,,Nation,organization,Q1897630,,ERW,3,42,48
390,,Nation,organization,Q1897630,,ERW,8,171,177
92,,Nationalgallerei,organization,Q162610,Berlin,ERW,3,12,28
437,,New York Nation,organization,Q1897630,The Nation,ERW,5,16,31
177,,Ognissanti,organization,Q2778991,,ERW,10,12,22
385,,Ognissanti,organization,Q2778991,,ERW,3,53,63
125,,Oxford,organization,Q34433,,ERW,8,24,30
